Name,Age,Gender,Medical Condition,Date of Admission,Doctor,Billing Amount,Admission Type,Discharge Date,Medication,Test Results,MaHoSo,MaNV,MaBN,examination date,year of birth,Address,citizen identification,phone number,health insurance,Treatment department
heatHER mIller,76,Male,Diabetes,17/04/2021,Scott Grant,3908.946568,Elective,10/05/2021,Lipitor,Inconclusive,HOSO5717,NV340,BN9929,15/02/1998,09/02/1970,"8820 Cook Hollow
New Rebeccafort, NV 65905",9.15E+11,84363709527,9368887640,Tim m��
cathERinE gArDnEr,79,Female,Hypertension,19/08/2019,David Ruiz,25503.67381,Elective,26/08/2019,Lipitor,Abnormal,HOSO7822,NV298,BN6643,07/05/1942,17/01/2024,"5311 White Islands
Mooretown, KS 40242",7.24E+11,84864345058,2512908587,Nhi khoa
ANNE THOMPSoN,76,Female,Diabetes,24/03/2024,Kyle Smith,6312.607691,Elective,14/04/2024,Aspirin,Abnormal,HOSO4340,NV437,BN8243,14/07/1960,10/10/1998,"87260 Lozano Vista Apt. 363
Smithland, RI 83197",6.47E+11,84957085631,6523749371,N���
TOdd coopeR,55,Female,Diabetes,10/12/2022,Jason Price,21772.3414,Elective,31/12/2022,Ibuprofen,Normal,HOSO1832,NV134,BN5919,15/05/1959,15/08/2016,"5584 Livingston View
Lake Maria, IN 97840",4.75E+11,84968869009,8834508034,Tim m��
PhILLIP lyOnS,53,Male,Cancer,14/09/2022,Stephanie Clements,30437.00179,Elective,18/09/2022,Aspirin,Normal,HOSO1923,NV271,BN9716,25/01/1952,20/10/1971,"341 Robert Corners
North Elizabethstad, UT 35887",6.47E+11,84656038231,8654913539,Tim m��
MaRk foRD,18,Male,Asthma,18/10/2022,Steven James,28837.67705,Elective,11/11/2022,Aspirin,Abnormal,HOSO5251,NV894,BN4885,28/07/2011,18/02/1988,"58329 Kevin Lodge
Masseystad, KY 01984",3.78E+11,84242110685,5905115601,N���
mARcUS ZAmorA,69,Male,Arthritis,13/11/2021,Jeremiah Wolf,25425.72786,Elective,21/11/2021,Aspirin,Normal,HOSO5676,NV857,BN6091,04/01/1988,15/12/2017,"8163 Warren Fork
Port Bradleymouth, RI 05603",9.34E+11,84183041907,5977555986,Tim m��
KaTiE hENry,70,Male,Diabetes,08/07/2022,Roberto Petersen,7187.272346,Emergency,25/07/2022,Aspirin,Normal,HOSO3541,NV372,BN9238,19/08/1956,11/09/1957,"53816 Dennis Vista
Owensborough, AZ 20956",3.67E+11,84438120769,3982187160,Nhi khoa
wilLIAm morTON,21,Male,Diabetes,25/06/2023,Christina Hammond,3125.736477,Urgent,11/07/2023,Ibuprofen,Normal,HOSO4412,NV276,BN1387,03/10/1998,18/02/1935,"0387 Kristin Expressway
Meganburgh, WI 82629",3.97E+11,84060698159,5070179170,Tim m��
KaTRina maRTin,47,Male,Diabetes,09/07/2019,Patricia Colon,31516.10073,Elective,05/08/2019,Penicillin,Inconclusive,HOSO3991,NV713,BN5869,27/03/1975,18/01/2009,"00732 Johnson Square
Grahamberg, PA 55846",8.37E+11,84575105125,9143905054,Ngo���
HunTeR mckAy,85,Male,Arthritis,14/05/2021,Dominic Mitchell,40014.76235,Emergency,03/06/2021,Aspirin,Abnormal,HOSO5570,NV901,BN8880,11/01/2007,23/08/1956,"36542 Paul Squares
Jacksonport, CT 58331",7.26E+11,84432523706,3403721436,Nhi khoa
dWAYnE DAViS,28,Male,Cancer,15/01/2024,Wendy Davis,40782.92781,Elective,07/02/2024,Ibuprofen,Abnormal,HOSO4712,NV302,BN1154,21/11/1935,05/10/1966,"PSC 8516, Box 9951
APO AP 98211",7.38E+11,84674146926,5877246900,N���
sARAH CalDweLL,62,Male,Obesity,30/09/2019,Daniel Carson,3879.084602,Elective,15/10/2019,Aspirin,Inconclusive,HOSO2589,NV404,BN4780,23/10/1943,29/04/1994,"2698 Francis Views Apt. 938
East Michaelshire, MS 98064",1.15E+11,84713119517,3658417376,Ngo���
DAVid higgInS,49,Female,Arthritis,05/03/2021,Erin Henderson MD,24948.47782,Emergency,20/03/2021,Penicillin,Abnormal,HOSO7879,NV808,BN9896,01/04/1973,06/07/1954,"409 Proctor Spurs Apt. 335
North Jane, UT 52542",5.31E+11,84618818625,3064200510,Nhi khoa
bRADlEY coMbS,52,Male,Hypertension,14/05/2021,Christopher Butler,37734.74218,Elective,06/06/2021,Penicillin,Abnormal,HOSO7382,NV145,BN4209,26/12/2014,04/04/1999,"984 Deborah Branch
Leemouth, MS 82802",2.41E+11,84607235178,2114663918,Tim m��
chrisTiNa SChMitt,53,Male,Cancer,08/06/2023,Samuel Robles,27360.46189,Elective,05/07/2023,Ibuprofen,Abnormal,HOSO1550,NV921,BN4208,17/12/1936,22/05/1938,"814 Hunt Walk
Toddmouth, MD 20174",6.56E+11,84279992388,5426943372,Da li��
coLtoN stRONg,55,Male,Asthma,13/05/2022,Benjamin Webb,37405.69653,Elective,20/05/2022,Paracetamol,Normal,HOSO7981,NV884,BN7951,06/11/1995,18/02/1993,"PSC 6645, Box 4546
APO AE 45171",1.16E+11,84238904838,7383483098,N���
MARK priCE,18,Male,Arthritis,22/09/2022,Krystal Fox,31485.97316,Emergency,14/10/2022,Ibuprofen,Normal,HOSO7013,NV189,BN8973,05/10/2020,27/02/1950,"20057 Jones Coves
North Janetview, AR 53224",2.96E+11,84952653600,9030288309,Da li��
sUZaNnE SchNeIder,52,Male,Hypertension,25/08/2023,Bruce Garrett,23737.39932,Urgent,18/09/2023,Lipitor,Normal,HOSO1164,NV415,BN6420,26/05/1940,21/12/1959,"48474 Albert River
Jarvisberg, FL 06109",1.07E+11,84897178327,8518729218,N���
MIchaEL HUrLEY,67,Male,Obesity,02/06/2019,Jonathan Watson,3326.382675,Emergency,04/06/2019,Lipitor,Inconclusive,HOSO5329,NV854,BN1069,27/02/2004,09/02/1943,"Unit 8428 Box 0176
DPO AA 61426",9.71E+11,84942998181,4330939058,N���
LIndsEy laMbErt,82,Female,Hypertension,19/11/2021,Christopher Guerra,23067.67217,Elective,12/12/2021,Ibuprofen,Normal,HOSO9268,NV728,BN9642,25/02/2022,20/09/1960,"09460 Jessica Track
Jameston, HI 86554",3.22E+11,84969028409,9912821880,Ngo���
reBEcCA PARsONs,37,Female,Asthma,02/12/2019,Steven Adams,8521.214253,Elective,13/12/2019,Penicillin,Abnormal,HOSO8849,NV570,BN8860,26/03/1996,27/07/1945,"04065 Jessica Wells Suite 976
Jeffersonside, DC 48019",8.75E+11,84479423033,9710255311,Da li��
jUdy joHNsoN,52,Female,Cancer,21/08/2020,Victoria Patel,47985.16734,Elective,06/09/2020,Penicillin,Inconclusive,HOSO9715,NV996,BN1267,05/07/1991,26/11/2021,"893 Ronald Point
Marytown, SD 76382",6.45E+11,84494734495,2366796751,Ngo���
TOnyA caMpbell,37,Female,Asthma,12/02/2021,Louis Bell,25230.24688,Elective,11/03/2021,Ibuprofen,Inconclusive,HOSO1700,NV792,BN1723,30/12/1958,23/09/1937,"1523 Matthew Ridge Suite 563
Brownshire, VT 55027",6.08E+11,84037669635,7988845287,N���
JAMEs Ross,83,Female,Diabetes,13/01/2024,Michael Baker,10352.20849,Urgent,22/01/2024,Aspirin,Abnormal,HOSO4011,NV753,BN3548,01/07/2007,28/04/1939,"1833 Sarah Common Suite 097
Murphyport, OR 40610",1.33E+11,84981528794,2502764921,Nhi khoa
SaRA COOk,33,Male,Arthritis,26/12/2021,Douglas Fleming,6175.867249,Urgent,12/01/2022,Aspirin,Abnormal,HOSO4170,NV477,BN4207,24/11/1998,13/02/2015,"067 Gonzalez Expressway Apt. 719
East Christopher, LA 09084",4.42E+11,84127482656,7109693646,Ngo���
annE howeLl,22,Female,Obesity,22/08/2022,Patrick Carter,23499.93625,Urgent,07/09/2022,Penicillin,Normal,HOSO6109,NV708,BN2046,23/03/1994,23/01/1938,"87072 Whitney Junctions Suite 686
Hardyfort, MD 51169",7.47E+11,84449677305,5793236962,Tim m��
RENEE bAilEY,19,Female,Cancer,03/07/2021,Sarah Shaffer,33681.57264,Elective,31/07/2021,Ibuprofen,Abnormal,HOSO4020,NV370,BN4311,14/07/1955,23/09/1965,"570 Holloway Greens Apt. 605
Fisherberg, GA 95278",3.09E+11,84452720873,1887344761,N���
Jeffrey tuRNER,85,Female,Obesity,31/05/2020,Matthew Carter,39957.94062,Urgent,01/06/2020,Ibuprofen,Normal,HOSO2568,NV767,BN6105,02/01/1953,06/01/1956,"7607 John Overpass
Hollyfort, ME 22375",3.70E+11,84276407744,3919972027,Nhi khoa
DR. LaUreN ClaRk DDs,19,Male,Cancer,26/10/2020,Brian Wagner,49833.70772,Elective,17/11/2020,Lipitor,Inconclusive,HOSO6171,NV701,BN4725,08/03/1984,29/11/1999,"19817 Thomas Crescent
Randyland, AL 02466",3.27E+11,84017259957,4565899052,Nhi khoa
terRY THoMaS,50,Female,Asthma,03/06/2021,Lucas Cole,48175.46612,Urgent,01/07/2021,Paracetamol,Inconclusive,HOSO6246,NV601,BN3892,12/05/1953,29/08/1990,"9985 Jimmy Estates Suite 351
South Adam, MD 58384",3.99E+11,84589430522,7049091125,Nhi khoa
JasOn baKEr,50,Female,Obesity,24/10/2020,Julia Yoder,40133.96739,Urgent,13/11/2020,Ibuprofen,Normal,HOSO2503,NV758,BN9639,12/10/2001,30/08/1971,"368 Schultz Shoals
East Sharon, DC 96581",3.99E+11,84730771532,6874044069,N���
JEssicA gUtiERrEz,40,Male,Obesity,27/08/2019,Crystal Chavez,9585.952128,Urgent,06/09/2019,Lipitor,Inconclusive,HOSO5635,NV510,BN8405,19/04/1942,09/11/1995,"4483 Clay Summit
Robertstad, MN 61678",6.94E+11,84676213711,5595852051,Da li��
COURTNey HOdGes,57,Male,Obesity,30/11/2021,Brenda Lopez,40693.35422,Emergency,09/12/2021,Aspirin,Abnormal,HOSO8820,NV449,BN2199,17/04/1941,17/01/2019,"35307 Brian Oval Apt. 631
Port Gabriel, OH 40208",3.31E+11,84858911443,8359671237,Nhi khoa
ANthONy reYEs,82,Male,Obesity,15/10/2023,Michael Cole,16399.26576,Emergency,08/11/2023,Penicillin,Abnormal,HOSO8582,NV872,BN4969,09/11/1958,18/08/2001,"366 Miller Point
Port Sarahberg, WI 81478",2.99E+11,84522006540,7615117656,Tim m��
LeaH cRoSs Dds,20,Male,Diabetes,17/03/2024,Michael Larson,44939.56552,Emergency,28/03/2024,Ibuprofen,Inconclusive,HOSO2962,NV454,BN3288,25/05/1940,23/12/1963,"USNV Smith
FPO AP 54223",2.26E+11,84428390562,1213337513,Nhi khoa
PaUL MaRTinEz,20,Male,Hypertension,13/10/2019,Tracey Spence,10663.91001,Emergency,16/10/2019,Aspirin,Normal,HOSO3473,NV138,BN3690,27/08/1948,14/10/2013,"Unit 0834 Box 3689
DPO AA 01553",2.69E+11,84317208155,5958043044,Ngo���
DenisE rOdRIGuEZ,19,Female,Hypertension,02/03/2020,Susan Gibson,22564.78798,Elective,07/03/2020,Paracetamol,Normal,HOSO8879,NV161,BN9081,06/06/2008,04/04/1981,"517 Luna Hill Apt. 888
Port Bobbyhaven, OR 04471",5.68E+11,84842341776,8009523998,N���
ashLEy ERIcKSoN,32,Female,Cancer,05/11/2019,Gerald Hooper,-502.5078127,Urgent,23/11/2019,Penicillin,Normal,HOSO4293,NV737,BN9879,26/10/1958,02/05/1970,"64042 Sullivan Shoal Apt. 206
Shawfort, IN 28090",9.68E+11,84169472571,5728091757,Nhi khoa
SEaN carDenaS,55,Male,Diabetes,07/02/2021,Todd Sanchez,34758.25675,Emergency,05/03/2021,Aspirin,Normal,HOSO9468,NV798,BN6765,02/11/1971,20/02/1940,"2542 Matthew Pike
West Scottchester, MS 65362",2.24E+11,84632657115,8119761708,Nhi khoa
aLaN AlVaREz,81,Male,Hypertension,25/10/2021,Elizabeth Morales,46377.86515,Urgent,22/11/2021,Lipitor,Normal,HOSO7901,NV398,BN3103,29/03/1952,10/03/1945,"42655 Elliott Spur
Christopherville, AR 81437",3.96E+11,84650108272,3652043062,Tim m��
JeSsICA phiLliPS,26,Male,Hypertension,24/07/2022,Kimberly Petersen,7555.772965,Elective,31/07/2022,Paracetamol,Abnormal,HOSO5286,NV809,BN9354,28/08/1997,08/05/1990,"3627 Munoz Fork Apt. 954
Stevensville, ID 73896",4.81E+11,84089518831,1957754230,Da li��
tiMOthY CoLemaN,54,Female,Cancer,04/03/2020,Misty Garcia,14299.99345,Emergency,05/03/2020,Lipitor,Abnormal,HOSO3147,NV101,BN3838,22/01/1936,29/12/1950,"7669 Heather Lodge Suite 897
Solisberg, SD 26333",5.54E+11,84370535753,3749952243,Nhi khoa
cHristina wooDS,57,Male,Arthritis,01/08/2021,Melissa Fernandez,46429.5082,Elective,19/08/2021,Paracetamol,Inconclusive,HOSO3685,NV827,BN2960,28/01/1985,16/07/2001,"394 Long Field Apt. 726
Michaelburgh, NY 12941",6.78E+11,84510204480,3583843922,N���
mELIssa sCOtt,38,Female,Asthma,24/01/2020,Kari Moore,17978.95074,Elective,12/02/2020,Ibuprofen,Abnormal,HOSO4882,NV436,BN9594,23/03/1958,11/12/1971,"36003 Evans Union
Reeseville, CT 37257",3.18E+11,84519154870,4899325738,N���
GaRy hoPkiNS,54,Male,Obesity,30/07/2021,David Hubbard,32629.06775,Elective,13/08/2021,Paracetamol,Normal,HOSO6698,NV255,BN4074,13/04/2002,23/08/2012,"707 Nicole Passage Apt. 298
East Anthonyborough, VA 27190",4.94E+11,84105076393,7525140255,N���
aPRIL VAleNCIA,42,Male,Diabetes,04/01/2024,Lonnie Morgan,22356.22649,Urgent,03/02/2024,Aspirin,Inconclusive,HOSO5176,NV165,BN3029,04/07/2016,08/11/1940,"USNV Young
FPO AA 08731",7.52E+11,84560385217,2769983847,Da li��
riTA archER,20,Male,Diabetes,05/01/2024,Victoria Gonzales,48995.98059,Elective,04/02/2024,Lipitor,Normal,HOSO1658,NV384,BN2764,17/03/2011,08/03/1961,"2945 Joseph Hill Suite 476
Port Kimberly, NY 64756",9.75E+11,84429658023,8892222626,Nhi khoa
kIm PenA,44,Female,Hypertension,11/08/2020,Cindy White,4532.483554,Emergency,04/09/2020,Lipitor,Inconclusive,HOSO2087,NV252,BN8825,06/07/2006,19/09/1971,"823 Chelsea Ridges Suite 895
Smithburgh, WY 37936",1.73E+11,84747638621,7845935669,Da li��
jaSoN FOlEy,54,Male,Diabetes,17/06/2022,Douglas Li,35521.58215,Elective,24/06/2022,Paracetamol,Normal,HOSO3151,NV127,BN6840,08/04/1976,08/11/2005,"492 Andrew Isle Suite 616
West Michelleville, KS 97167",6.03E+11,84933261690,7591038526,Ngo���
ShAUN GuzmAn,21,Female,Arthritis,02/04/2022,Lori Mendoza,1589.503523,Emergency,09/04/2022,Aspirin,Inconclusive,HOSO2064,NV454,BN6777,24/10/2012,05/01/1944,"USNV Johnson
FPO AE 12002",3.24E+11,84256364647,5945020180,N���
MATTHeW wHite,45,Female,Diabetes,03/06/2020,Ryan Ross,22950.65114,Elective,22/06/2020,Ibuprofen,Abnormal,HOSO8477,NV823,BN7560,17/02/2001,15/03/1972,"3273 Ward Stream
Mitchellland, IN 35226",2.32E+11,84764015169,1996828695,Nhi khoa
aLExiS wilsOn,68,Female,Arthritis,16/08/2019,Brian Walton,2678.953936,Urgent,21/08/2019,Paracetamol,Abnormal,HOSO1110,NV668,BN4924,19/02/1983,04/10/2007,"2231 Ferrell Locks Apt. 787
Seanport, KY 80089",4.16E+11,84143724879,6881493936,Da li��
JaCQueLiNE maRshAll,27,Male,Hypertension,22/02/2024,Michael Berg,39615.60066,Urgent,24/02/2024,Penicillin,Inconclusive,HOSO6961,NV922,BN5939,10/08/1964,27/01/1977,"260 King Brook
West Johnfurt, NE 05261",1.05E+11,84618645014,4609974888,Tim m��
RoBErt hIGGInS,42,Male,Asthma,06/05/2021,Scott Davis,13355.78209,Elective,29/05/2021,Ibuprofen,Inconclusive,HOSO7956,NV842,BN3379,29/08/2012,07/09/2011,"36641 Donald Orchard
North Kerriton, OK 40539",5.15E+11,84538479948,1052568230,Tim m��
SierRa MoRTON,27,Female,Asthma,27/10/2021,Daniel Shelton,32561.53041,Elective,04/11/2021,Ibuprofen,Inconclusive,HOSO7870,NV229,BN1966,24/05/1953,02/09/2017,"661 Hawkins Stravenue
East Stephanietown, TN 32440",3.41E+11,84241331045,8571298242,Nhi khoa
nATAliE sTANtoN,80,Male,Asthma,01/09/2020,Tara Moreno,29221.34021,Emergency,17/09/2020,Paracetamol,Inconclusive,HOSO7828,NV263,BN9254,27/03/1969,30/05/1951,"328 Michael Manor
North Jennifer, NH 79312",4.39E+11,84502190983,4294446926,N���
jEssica aceveDo,21,Male,Diabetes,26/05/2021,Kristie Morgan,12880.65241,Urgent,22/06/2021,Penicillin,Normal,HOSO8592,NV503,BN8878,16/04/1984,27/06/2005,"573 Mcmahon Road Apt. 262
Darrylville, TX 80727",5.55E+11,84174182505,3957762854,N���
JENnIfEr mCmillan,84,Female,Obesity,22/06/2022,Joseph Jones,15475.40324,Elective,22/07/2022,Ibuprofen,Abnormal,HOSO1368,NV385,BN9493,10/02/1980,30/04/1952,"217 Ross Hills
Port Robert, UT 04995",2.29E+11,84169194180,6179085346,Nhi khoa
ChRISTopher mccLAiN,67,Female,Arthritis,17/05/2023,Maria Tran,27309.43676,Elective,31/05/2023,Aspirin,Abnormal,HOSO6672,NV542,BN2875,01/05/2012,21/11/1971,"184 Ryan Street
Garciafurt, DC 56600",6.06E+11,84375733893,8050497266,Nhi khoa
kevIn HiCKs,66,Male,Arthritis,23/06/2021,Kelly Murphy,1897.891727,Elective,09/07/2021,Ibuprofen,Abnormal,HOSO9319,NV315,BN5150,18/08/1938,10/01/1946,"2218 Jorge Mills
Simmonstown, SC 42914",6.34E+11,84508202815,1695987902,N���
MELIndA richARds,37,Female,Cancer,17/11/2023,Katherine Brown,31308.20601,Urgent,25/11/2023,Penicillin,Normal,HOSO2344,NV809,BN8326,25/02/1979,06/08/1940,"45429 May Fall
Obrienborough, MI 81673",3.17E+11,84139975690,9309728306,Tim m��
roBYn miRaNDa,30,Female,Diabetes,11/10/2020,Elizabeth Frank,42792.24128,Elective,21/10/2020,Ibuprofen,Abnormal,HOSO6138,NV722,BN4500,04/07/1985,09/03/1991,"927 Darrell Centers
East Angelica, ID 16028",4.34E+11,84361031527,2022499441,Ngo���
scoTt caSTillO,78,Male,Diabetes,10/08/2021,Alyssa Edwards,14377.33432,Emergency,27/08/2021,Penicillin,Abnormal,HOSO4754,NV743,BN9462,23/11/1956,14/11/1975,"793 Becky Isle Apt. 677
Port Laurastad, OH 38901",5.32E+11,84196421247,9557157309,Tim m��
jOHN GarciA,39,Female,Diabetes,29/08/2023,Jesse Thomas,1150.874986,Urgent,07/09/2023,Penicillin,Abnormal,HOSO6088,NV700,BN4526,20/05/1995,25/03/1963,"68908 Joseph Trace
Williamston, IA 64980",5.19E+11,84860576943,3960227321,Tim m��
miCHAeL TayloR,29,Male,Asthma,27/02/2020,Erica Mccormick,41939.11994,Elective,26/03/2020,Ibuprofen,Normal,HOSO8403,NV537,BN1781,22/11/1972,29/04/1954,"Unit 3734 Box 1624
DPO AP 51115",3.73E+11,84343699418,5293084342,Tim m��
jeFfReY WoOd,81,Female,Cancer,07/07/2021,Amber Holmes,41982.3744,Elective,15/07/2021,Aspirin,Abnormal,HOSO5118,NV244,BN1510,29/11/2014,20/10/1940,"07203 Christopher Mount
Castilloside, IA 16145",5.41E+11,84259140245,4427897655,N���
MiCHAEl smIth,66,Female,Obesity,03/06/2022,Austin Jackson,33861.01863,Elective,27/06/2022,Aspirin,Normal,HOSO6020,NV598,BN4158,19/08/1968,29/05/1981,"Unit 3179 Box 6380
DPO AE 90058",4.37E+11,84304830291,5011741024,Da li��
wiLLiam grIFfItH,65,Male,Asthma,20/02/2020,Shane Morris,49321.15763,Emergency,01/03/2020,Penicillin,Abnormal,HOSO5833,NV918,BN8603,25/05/2016,02/11/1937,"12371 Joshua Keys
Johnsonview, NH 78181",7.54E+11,84442697044,2440846881,Da li��
CHrISTiNa lAwReNCe,80,Male,Asthma,05/02/2021,Brent Smith,47433.27865,Elective,05/03/2021,Penicillin,Inconclusive,HOSO7431,NV990,BN8023,26/08/1958,02/09/1998,"15257 Bill Crossroad Suite 453
West Scotttown, ND 27820",7.73E+11,84474715141,1964334573,N���
jeSsiCA HolmeS,72,Female,Arthritis,24/10/2020,Kayla Davis,19065.06089,Emergency,02/11/2020,Paracetamol,Abnormal,HOSO8674,NV840,BN3521,11/08/2014,15/02/1995,"PSC 4504, Box 9309
APO AE 04909",2.54E+11,84401808702,9867441849,Da li��
traCEY grEenE,85,Male,Cancer,06/12/2023,Rose Zuniga,50142.02695,Elective,19/12/2023,Ibuprofen,Abnormal,HOSO4867,NV808,BN4899,21/07/1985,26/06/1970,"USCGC Randolph
FPO AE 47224",9.76E+11,84595727673,1756211568,Nhi khoa
aMAnda lOpeZ,68,Female,Hypertension,21/12/2021,Ethan Wagner,12081.67903,Urgent,30/12/2021,Lipitor,Abnormal,HOSO7793,NV272,BN6564,25/10/1997,22/11/1992,"5881 Wayne Pass
Laurafurt, TX 54736",6.45E+11,84499216506,5842081988,Ngo���
LaurA pEtErS,56,Female,Cancer,03/09/2023,Phillip Williams,18030.79078,Elective,30/09/2023,Lipitor,Inconclusive,HOSO4786,NV483,BN5387,27/10/2003,16/06/1975,"63595 Davenport Common Suite 012
Coreychester, NJ 37417",2.58E+11,84948632342,1185578289,Ngo���
LAUrEn ANDErSOn,53,Female,Asthma,18/10/2020,Maureen Hill,5142.163763,Elective,10/11/2020,Paracetamol,Abnormal,HOSO1220,NV870,BN8977,02/04/2010,26/08/2005,"4440 Michael Views
New Jenniferborough, MN 26303",4.96E+11,84952559892,7903464621,Nhi khoa
wILliAm CAmpos,37,Female,Asthma,07/07/2021,Heidi Compton MD,19851.24293,Elective,24/07/2021,Penicillin,Normal,HOSO8674,NV942,BN5989,14/04/1996,23/11/1959,"06493 Bryant Cove
South Kennethborough, MT 73827",5.86E+11,84868213672,5062997436,N���
jEssiCa GoNzAleS,57,Female,Hypertension,28/08/2023,Kimberly Gonzalez,20545.87176,Urgent,16/09/2023,Penicillin,Abnormal,HOSO1454,NV923,BN3088,16/12/1987,11/11/2002,"77680 Clark Path Suite 871
North Richard, NH 04972",6.31E+11,84650789867,1979045883,Da li��
brUcE gOnzaleS,36,Male,Arthritis,17/11/2019,Rebecca Morgan,36869.72574,Urgent,01/12/2019,Penicillin,Normal,HOSO1294,NV459,BN6084,15/12/2006,01/11/2017,"Unit 8443 Box 8086
DPO AE 94546",9.13E+11,84543295801,9857339882,N���
rOBert WAlsH,20,Female,Cancer,22/11/2020,Sabrina Rogers,40598.42257,Elective,17/12/2020,Paracetamol,Normal,HOSO2473,NV314,BN6384,26/09/1995,05/09/2001,"95735 Kevin Plaza Suite 082
Lake Alexander, NM 40782",2.39E+11,84105037897,4082022692,Ngo���
lIsA LeWis,83,Male,Asthma,13/11/2021,Kevin Brown,18198.05852,Urgent,08/12/2021,Ibuprofen,Normal,HOSO5053,NV265,BN3938,31/07/2006,10/06/1982,"74991 Richard Orchard
Blackstad, LA 73304",2.05E+11,84376046274,2750612907,Nhi khoa
WiLlIaM RUiZ,79,Male,Obesity,13/02/2022,Sarah Cole,4920.041189,Elective,20/02/2022,Paracetamol,Normal,HOSO3801,NV155,BN7752,30/12/1967,20/01/1953,"696 Aaron Lights
Ethanhaven, NM 97958",5.13E+11,84664584924,2290197485,Nhi khoa
StEven BALdWIn,62,Male,Diabetes,16/05/2019,Jennifer Hall,3864.139499,Urgent,31/05/2019,Aspirin,Inconclusive,HOSO1349,NV385,BN8496,13/12/2018,07/06/2001,"1380 Moore Center Suite 269
West Robert, NH 75673",2.14E+11,84277403563,3960969800,Da li��
meGAn CoLON,38,Male,Asthma,04/08/2021,Emily Cruz,21562.86105,Urgent,26/08/2021,Paracetamol,Normal,HOSO4094,NV917,BN8143,09/02/1969,22/10/1972,"71246 Glenn Ramp
West Justin, NY 42824",5.53E+11,84970781631,8815608922,Ngo���
kImbErlY brOoks,75,Female,Cancer,03/01/2020,Michael Anderson,11815.20274,Elective,27/01/2020,Ibuprofen,Abnormal,HOSO6876,NV804,BN5368,12/08/1982,18/05/2013,"4877 Jones Circles Apt. 941
Lake Davidstad, NJ 20678",2.33E+11,84263697691,5771345092,Tim m��
EdWARd SMiTh jR.,28,Male,Hypertension,13/09/2022,Natalie Sellers,25796.86967,Urgent,07/10/2022,Lipitor,Abnormal,HOSO9883,NV701,BN2446,01/05/1992,14/10/1962,"576 Mason Burg Apt. 144
West Jenniferborough, DC 13806",1.24E+11,84898549601,4865940337,Tim m��
aLliSoN CorDoVA,36,Male,Hypertension,19/12/2020,Patrick Ochoa,4266.784307,Emergency,09/01/2021,Lipitor,Normal,HOSO6805,NV360,BN2386,17/01/1973,22/05/2022,"Unit 7534 Box 7263
DPO AP 86942",1.07E+11,84529495806,9994003874,Da li��
lINdA THOMAs,54,Male,Obesity,31/03/2023,Daniel Rodgers,4751.162741,Urgent,29/04/2023,Penicillin,Inconclusive,HOSO5313,NV595,BN6807,22/04/2003,10/07/2016,"28858 Garcia Squares
North Kevinside, OK 35444",2.76E+11,84108104999,6362143603,Da li��
paRkEr moOrE,81,Female,Diabetes,08/05/2020,Taylor Baldwin,17968.49599,Emergency,28/05/2020,Lipitor,Inconclusive,HOSO7821,NV260,BN3593,08/05/1982,26/10/2005,"3062 Shannon Manors Apt. 719
East Danielle, DC 73903",4.14E+11,84429702108,6080992008,Tim m��
tanya SOto,56,Female,Obesity,31/07/2023,Adam Ross,11311.32735,Urgent,02/08/2023,Lipitor,Normal,HOSO9183,NV597,BN4674,26/06/1967,14/02/1937,"61497 Steele Ville
East Karenbury, VA 33645",5.52E+11,84979032210,6676389957,Ngo���
mIChaEL jOrdaN,30,Male,Hypertension,09/01/2022,Amy Williams,47242.2243,Emergency,12/01/2022,Ibuprofen,Inconclusive,HOSO6672,NV126,BN8411,04/01/1962,27/07/1989,"82269 Young Knolls
Nancytown, WY 50987",8.51E+11,84110529746,8691113418,Da li��
ChRiSTINA MArTin,64,Female,Diabetes,16/12/2023,Martha Graham,17670.50522,Elective,15/01/2024,Paracetamol,Inconclusive,HOSO8235,NV536,BN6242,19/12/1969,24/07/2001,"302 Myers Island Apt. 971
West Summermouth, AL 73723",6.51E+11,84288292189,9984179499,N���
